user_id,date,last_touch_marketing_channel
8262-9519-FGTB,11/28/17,Organic Search
8313-2760-MPUO,11/16/17,Organic Search
8316-0368-GPDO,11/17/17,Paid Social
8317-3742-PHKG,12/15/17,Paid Social
8410-9037-VPHN,11/5/17,Paid Social
8451-1624-TDJA,10/20/17,Organic Search
8479-9300-UCIS,11/28/17,Direct Load
8490-5174-GFQZ,12/5/17,Paid Social
8560-0174-NQKR,12/4/17,Organic Search
8587-0067-LFGR,11/23/17,Push
8622-9543-FEVR,11/11/17,Organic Search
8626-5422-MDBV,12/1/17,Organic Search
8731-3096-YHSV,11/5/17,Direct Load
8752-1280-XVEX,12/14/17,Direct Load
8924-3157-EOOS,11/26/17,Email
8969-6648-RHYR,10/28/17,Email
9038-3653-JDNU,12/8/17,Email
9098-7778-KKZQ,11/24/17,Organic Search
9112-0444-YDKF,11/22/17,Display
9146-6516-EFTM,12/20/17,Push
9330-9589-YQGR,10/19/17,Organic Search
9349-9695-LHFG,12/12/17,Display
9357-8521-YUJL,12/7/17,Direct Load
9452-9139-FFWJ,10/23/17,Direct Load
9483-8310-NRCN,10/20/17,Display
9540-1688-CJDH,11/29/17,Push
9609-8103-NDUA,10/7/17,Email
9647-3518-AOPK,10/23/17,Paid Social
9688-8935-GDSY,12/5/17,Organic Search
0234-8101-IRCJ,11/3/17,Organic Search
0263-5850-EWVJ,10/20/17,Organic Search
0375-0689-NPYO,11/18/17,Organic Search
0634-3947-UKGZ,11/25/17,Paid Social
0664-2481-GIRR,11/2/17,Organic Search
0687-4862-KETG,10/24/17,Direct Load
0687-4911-AJUY,10/29/17,Organic Search
0734-0060-HGGE,11/12/17,Email
0993-1160-FAVK,11/16/17,Organic Search
1000-7191-VBBW,12/30/17,Email
1015-2283-VIME,10/20/17,Direct Load
1294-4527-PNXZ,11/5/17,Organic Search
1314-7135-IXFO,12/20/17,Email
1340-7456-ORQX,10/14/17,Organic Search
1470-7919-FYNE,10/24/17,Email
1483-4956-PGOP,12/17/17,Direct Load
1498-7776-AGFH,10/21/17,Email
1621-7162-CDPZ,10/29/17,Organic Search
1647-6989-HHVK,12/5/17,Paid Social
1911-3183-TZPU,11/12/17,Email
1962-5564-NHDV,11/27/17,Organic Search
2064-3540-GZRZ,10/16/17,Display
2171-6358-KQFB,12/7/17,Organic Search
2200-4187-MIYP,11/17/17,Paid Social
2311-1376-NXXA,11/20/17,Email
2314-5854-PBSZ,12/21/17,Push
2404-4957-ELJZ,10/26/17,Email
2419-2589-EKPW,10/21/17,Organic Search
2542-9139-XZPZ,11/14/17,Direct Load
2638-4964-QXSG,11/25/17,Direct Load
2860-3734-KPHU,11/20/17,Direct Load
2912-7592-QYKH,11/11/17,Organic Search
2932-7987-ULSY,10/5/17,Push
3005-6752-QHWF,12/1/17,Direct Load
3084-4480-LAFU,11/5/17,Organic Search
3094-2197-OGOA,12/10/17,Organic Search
3096-5742-BOUL,12/8/17,Organic Search
3248-8847-DNGB,12/10/17,Organic Search
3566-1969-HDUF,10/24/17,Push
3695-2755-CSXE,10/11/17,Email
3712-6186-TLXD,10/9/17,Email
3763-9397-OKLZ,10/26/17,Organic Search
3819-2858-RIYF,12/5/17,Direct Load
3825-4400-BRCL,11/14/17,Push
3867-1170-TTGZ,11/9/17,Organic Search
3940-8828-OKFZ,10/10/17,Organic Search
4091-1917-AWFK,10/18/17,Organic Search
4383-3610-JJYM,12/10/17,Direct Load
4515-5017-KLBB,11/29/17,Organic Search
4585-2350-JCJO,10/27/17,Direct Load
4677-1484-YHDV,12/17/17,Direct Load
4728-9766-EXXU,10/30/17,Organic Search
4844-0804-ZAXY,10/18/17,Paid Social
4857-6700-LZST,11/10/17,Direct Load
4888-2501-OWYP,11/29/17,Direct Load
5001-5198-DRLL,11/14/17,Paid Social
5176-9539-DOSG,10/29/17,Organic Search
5529-8106-DXTR,10/8/17,Email
5662-2337-NSVC,11/5/17,Direct Load
5676-8867-XRQB,11/15/17,Direct Load
5943-3734-REHS,12/6/17,Push
5959-2937-WQEJ,11/16/17,Organic Search
6000-0844-HFSR,11/4/17,Organic Search
6265-0144-EUUS,10/22/17,Organic Search
6352-7593-KFRA,10/28/17,Direct Load
6396-0102-ZZOU,12/22/17,Direct Load
6411-8132-JXKH,10/20/17,Email
6575-1440-JNSI,12/18/17,Display
6667-9939-DKRR,12/14/17,Direct Load
6748-2834-BBMJ,10/14/17,Paid Social
6833-5224-XHOT,11/10/17,Organic Search
6927-6168-DPSX,12/3/17,Direct Load
6952-2215-OYNV,10/15/17,Direct Load
6979-7058-LVLO,10/24/17,Organic Search
7074-7676-GFWY,10/27/17,Organic Search
7118-9630-RVNY,12/25/17,Organic Search
7142-2937-JNTH,11/25/17,Email
7300-5887-IRUQ,11/13/17,Email
7350-3291-AZYI,12/7/17,Paid Social
7386-3752-HJGR,10/26/17,Organic Search
7447-1600-ARVA,11/15/17,Organic Search
7613-3229-ZHZK,12/3/17,Direct Load
7758-1410-ZUVX,11/24/17,Display
7780-9727-YBLG,11/8/17,Direct Load
7845-1340-YTZA,11/30/17,Organic Search
7850-6862-MEOD,10/17/17,Email
8243-7405-PHMU,12/20/17,Organic Search
8259-3195-EGNL,11/19/17,Organic Search
8311-4932-GCHC,11/27/17,Direct Load
8599-4660-JBEZ,11/11/17,Display
8614-3691-CDLA,12/6/17,Push
8636-5174-OTDH,11/21/17,Organic Search
8832-2825-ZLIE,11/3/17,Direct Load
8895-3412-UNUQ,12/11/17,Organic Search
9207-7747-LVSD,10/13/17,Paid Social
9271-4522-QFLX,12/8/17,Organic Search
9283-4521-NNAL,11/13/17,Organic Search
9314-8330-OTEL,12/3/17,Display
9414-0133-ZKYA,12/10/17,Organic Search
9505-5685-BOMJ,10/9/17,Direct Load
9645-6190-RRAX,10/25/17,Organic Search
9659-5856-YOXV,10/8/17,Direct Load
9659-9794-BVUN,11/22/17,Paid Social
9736-5744-QSAZ,12/20/17,Organic Search
9887-4012-JXWY,10/24/17,Display
9918-3016-TJPF,11/21/17,Direct Load
0029-1720-NVVI,11/13/17,Organic Search
0067-5661-UXEA,11/5/17,Organic Search
0123-3505-SFRQ,12/9/17,Email
0128-3748-UCZA,12/9/17,Direct Load
0251-0896-SWWD,12/18/17,Direct Load
0423-2791-ISVA,12/5/17,Organic Search
0587-8214-QIDI,10/15/17,Direct Load
0727-9459-FMFD,12/1/17,Push
0763-0640-ZBOP,11/29/17,Display
0832-9010-AEBU,12/10/17,Email
0856-9149-ZPGX,12/17/17,Display
1001-1110-LAJD,11/24/17,Email
1016-4992-IPOK,12/23/17,Paid Social
1112-6514-ECDN,11/1/17,Organic Search
1148-9812-FJYW,11/15/17,Email
1291-8784-SNKX,12/24/17,Organic Search
1322-8230-ZWSA,11/18/17,Paid Social
1330-2643-GYQR,11/5/17,Email
1408-8111-TMGN,10/15/17,Email
1434-2715-JODO,11/13/17,Paid Social
1508-5226-PBQZ,12/3/17,Direct Load
1768-2599-YDMT,10/20/17,Organic Search
1818-0489-EMKB,10/20/17,Organic Search
1880-2146-PXYU,12/1/17,Email
2155-2349-YTPD,12/12/17,Direct Load
2258-7788-HQYZ,10/17/17,Direct Load
2361-6737-UOXO,12/12/17,Organic Search
2671-4348-UIYJ,12/2/17,Direct Load
3010-5759-AAAS,10/24/17,Organic Search
3164-8451-UQLY,10/30/17,Organic Search
3268-7846-WBGS,11/18/17,Direct Load
3303-3076-VPJN,12/5/17,Email
3415-1018-HGTG,10/30/17,Paid Social
3793-8442-NMDO,11/17/17,Push
3891-1053-XNKO,11/12/17,Direct Load
4129-1090-ZZMT,12/16/17,Organic Search
4130-1371-OPLP,12/7/17,Email
4131-7208-BYBJ,11/19/17,Organic Search
4318-2153-BFIU,10/29/17,Organic Search
4438-0102-QRLF,10/14/17,Direct Load
4817-6204-HXSU,11/23/17,Email
4823-3489-DNGU,12/9/17,Push
5096-2266-DJWL,11/28/17,Display
5292-1307-JCRL,10/22/17,Email
5315-4249-KYJT,10/15/17,Organic Search
5413-1672-ZAWV,11/21/17,Display
5440-5726-DDTG,11/26/17,Direct Load
5545-1262-LHOK,11/15/17,Organic Search
5611-5870-DWBX,10/20/17,Organic Search
5733-4442-BKYL,11/5/17,Display
5809-4046-LYQN,11/20/17,Paid Social
5818-7348-IQCH,10/26/17,Direct Load
5920-7799-AEXQ,11/20/17,Organic Search
6049-1707-EAMM,10/28/17,Direct Load
6093-8238-CBBR,10/23/17,Email
6188-5834-PPXB,10/18/17,Organic Search
6276-1169-BXPP,12/15/17,Direct Load
6314-9235-UJBB,11/1/17,Organic Search
6586-5918-LDWO,12/16/17,Organic Search
7132-8248-EFRV,10/22/17,Direct Load
7158-1215-RZSU,10/18/17,Display
7200-7213-NXNI,12/14/17,Email
7224-1352-UMQR,10/25/17,Push
7274-0254-EBRG,11/17/17,Direct Load
7291-5761-BBCR,11/23/17,Email
7434-5095-HIQS,10/15/17,Organic Search
7440-7754-IPSB,12/29/17,Paid Social
7479-5011-NIAR,11/7/17,Email
7501-2358-BOHV,11/13/17,Direct Load
7525-8263-EVDK,12/5/17,Direct Load
7614-7458-TLZR,11/22/17,Organic Search
7761-8898-IXWX,11/1/17,Direct Load
7818-0016-DOXH,10/24/17,Email
7880-0213-XMQR,11/10/17,Direct Load
7900-7383-NKEY,11/11/17,Organic Search
8001-6484-ULSH,11/26/17,Organic Search
8307-3592-WMYB,11/24/17,Push
8520-1437-OHIJ,11/14/17,Email
8652-2075-EXDO,12/24/17,Direct Load
8672-3810-WCYF,10/13/17,Organic Search
8685-1134-XHOO,11/2/17,Push
8688-6964-KCTU,10/25/17,Push
8834-4921-JYSJ,11/13/17,Organic Search
8892-3923-VNRN,12/11/17,Paid Social
8922-5939-AJCL,11/14/17,Email
8998-9241-YJAT,12/25/17,Email
9005-1918-OTYS,10/19/17,Organic Search
9130-4520-NMKV,12/26/17,Organic Search
9247-5125-IXGS,10/30/17,Email
9283-7653-EJMO,11/7/17,Email
9635-5759-RJTP,10/24/17,Paid Social
9648-1780-GLMP,11/29/17,Organic Search
9731-7827-EVQQ,12/19/17,Email
9795-2733-CFKC,12/7/17,Direct Load
9880-7779-YJZL,11/20/17,Display
9950-5626-TNBL,11/4/17,Organic Search
9957-4858-QCZF,12/14/17,Organic Search
9959-4384-WSKK,12/21/17,Organic Search
0034-5833-QIUX,12/12/17,Email
0088-2856-CIUS,10/30/17,Email
0128-3359-PBZC,10/15/17,Paid Social
0151-5324-PWJQ,11/16/17,Direct Load
0173-0171-BJTS,11/13/17,Direct Load
0250-4981-HIRN,12/22/17,Push
0365-2094-YHLQ,11/24/17,Direct Load
0425-8231-JYIS,11/21/17,Email
0427-2343-MZRG,11/25/17,Direct Load
0451-9992-JMEZ,11/20/17,Paid Social
0467-0464-BBQQ,12/2/17,Organic Search
0494-4209-FARP,12/15/17,Organic Search
0799-1800-ICXB,10/14/17,Organic Search
0801-6723-PFNT,12/6/17,Organic Search
0925-3827-OCJZ,10/8/17,Organic Search
0955-8458-DBHY,12/20/17,Organic Search
0970-8426-QMQS,11/17/17,Organic Search
0982-6415-YRSZ,11/30/17,Organic Search
1100-2947-UQHO,12/12/17,Direct Load
1217-7763-OYPQ,10/26/17,Organic Search
1231-7598-WZSK,11/15/17,Direct Load
1248-3841-TPMF,11/4/17,Push
1514-2676-BEVJ,10/28/17,Direct Load
1618-6057-WPYM,11/19/17,Display
1765-9292-ZUTR,12/18/17,Organic Search
1864-4939-ZQET,12/13/17,Paid Social
1932-4117-ZELT,12/23/17,Email
1994-8442-EVAY,12/10/17,Direct Load
2300-4203-SQXN,12/8/17,Direct Load
2436-6221-RKLG,10/26/17,Email
2522-8802-ULBC,11/24/17,Organic Search
2674-1918-CZME,12/12/17,Display
2716-7757-GETI,10/20/17,Direct Load
2732-7705-FTJO,11/2/17,Organic Search
2844-8404-DBSM,10/26/17,Direct Load
2848-3425-AUQU,11/5/17,Organic Search
2950-4805-EGGQ,12/21/17,Direct Load
3099-6153-RUNC,12/14/17,Organic Search
3100-9752-TCZP,10/25/17,Organic Search
3106-1355-ISVJ,12/8/17,Organic Search
3116-4790-MRRY,12/20/17,Push
3150-1721-HNIO,11/12/17,Display
3166-5672-SGPY,12/26/17,Push
3212-1525-YHPF,10/18/17,Organic Search
3444-2462-EMLM,10/29/17,Email
3467-0335-NWGF,12/14/17,Push
3478-0060-OYSS,11/18/17,Email
3527-8977-HNJO,10/22/17,Direct Load
3533-3250-AIXC,11/23/17,Email
3587-1221-MMVB,12/6/17,Direct Load
3599-6202-WTCZ,12/7/17,Email
3742-8618-QNSJ,11/2/17,Email
3771-7954-FWRI,12/5/17,Direct Load
3803-9690-UURB,12/15/17,Organic Search
3935-3026-UBUY,10/24/17,Display
4020-1935-BCIH,11/21/17,Direct Load
4570-2490-GTFW,11/15/17,Organic Search
4745-7365-AKTT,11/26/17,Organic Search
5169-0519-WOLA,11/1/17,Organic Search
5238-4896-HULV,11/15/17,Direct Load
5338-6474-GVOJ,11/5/17,Direct Load
5485-6095-DOHR,10/26/17,Email
5594-1504-ROLW,12/10/17,Organic Search
5630-4403-BUAS,11/18/17,Email
6262-4453-NNNH,10/15/17,Direct Load
6483-0085-AZMD,11/28/17,Direct Load
6714-3322-BRKP,10/25/17,Paid Social
6751-2600-TQSF,11/25/17,Direct Load
6779-0129-RVWQ,11/10/17,Push
6838-9826-KFSC,10/26/17,Email
6905-2041-GANP,11/21/17,Organic Search
6944-9730-AZXJ,10/19/17,Organic Search
7010-4405-FWBP,12/21/17,Direct Load
7031-7680-LTSI,10/17/17,Organic Search
7103-5419-MOHM,11/13/17,Email
7259-9004-FMUS,10/15/17,Organic Search
7331-3106-SJUE,10/17/17,Organic Search
7341-9136-WVWA,11/10/17,Organic Search
7397-4167-SXXH,10/17/17,Direct Load
7425-6564-JQJI,10/16/17,Organic Search
7597-6190-ADEX,12/23/17,Push
7624-6693-UYAZ,11/10/17,Organic Search
7737-1328-XUCX,11/24/17,Direct Load
7806-9198-BYYZ,11/21/17,Direct Load
7832-4456-CAMS,11/6/17,Organic Search
7875-6525-RJSM,11/27/17,Organic Search
7970-9878-OANV,12/18/17,Email
8046-8539-SNTS,12/27/17,Organic Search
8062-3441-JRUV,12/13/17,Email
8072-8218-RRSP,12/10/17,Email
8091-6866-LYOM,12/16/17,Direct Load
8344-3398-YDAR,12/3/17,Email
8404-3312-IDLL,11/2/17,Direct Load
8421-2699-DSHC,10/7/17,Organic Search
8529-2988-YOHE,12/3/17,Push
8583-0169-QSIS,11/12/17,Organic Search
8658-6935-GFZR,10/29/17,Push
8668-7407-AWLL,11/16/17,Email
8712-3495-TFVS,11/11/17,Organic Search
8916-9734-LLDP,10/14/17,Email
8972-0032-XWUM,11/26/17,Email
8995-9369-FWWX,11/8/17,Email
9310-8040-PQWB,11/18/17,Push
9567-3908-AAZP,11/19/17,Email
9755-0856-ITNP,12/10/17,Paid Social
9798-0283-OFJG,12/10/17,Push
9863-6174-SULF,11/14/17,Direct Load
9902-2804-XJMG,11/17/17,Direct Load
9919-4057-JFLP,12/12/17,Push
0136-6564-WJPI,11/14/17,Email
0176-0392-EZZT,12/23/17,Organic Search
0287-0317-UJYQ,11/7/17,Direct Load
0345-7914-DFSS,12/20/17,Organic Search
0403-9415-TXIV,12/15/17,Direct Load
0451-9738-YQBQ,10/21/17,Display
0568-8026-KFBK,11/5/17,Direct Load
0587-7671-HXZS,11/9/17,Organic Search
0711-0284-YAIN,12/23/17,Organic Search
0875-8065-FVHM,11/21/17,Direct Load
0926-5662-XSTP,12/1/17,Push
1102-1145-CHWN,11/1/17,Organic Search
1130-8125-FBHP,10/16/17,Organic Search
1223-3557-XOES,12/19/17,Paid Social
1223-9868-AVNH,11/15/17,Direct Load
1261-6383-BKTO,12/2/17,Direct Load
1537-9323-YSVP,12/17/17,Organic Search
1558-6308-KMDG,10/15/17,Paid Social
2029-3048-BFRZ,12/12/17,Direct Load
2064-9632-HGEG,12/14/17,Paid Social
2209-2997-EYKJ,11/1/17,Organic Search
2243-8483-BTMX,12/14/17,Organic Search
2287-3200-CRDL,11/8/17,Push
2364-4352-ZAMZ,11/5/17,Organic Search
2439-8316-PGRH,12/16/17,Organic Search
2489-5312-FPLY,10/26/17,Organic Search
2502-3088-PJPC,12/15/17,Direct Load
2594-0846-FOGR,11/17/17,Direct Load
2712-2409-QXNC,11/9/17,Organic Search
2721-0628-DCAT,12/25/17,Direct Load
2785-1622-UYMU,12/19/17,Email
2799-7258-DDEQ,11/23/17,Email
2927-1871-VZRJ,12/4/17,Email
2944-6089-ROCW,10/29/17,Organic Search
2950-3020-QAYR,11/24/17,Push
3022-0157-ZDRT,10/29/17,Organic Search
3170-2132-SJTV,11/19/17,Paid Social
3231-1634-OUEF,11/1/17,Organic Search
3264-1323-HVYQ,12/12/17,Organic Search
3373-7796-QDZE,11/15/17,Email
3477-6161-MJKH,11/23/17,Organic Search
3542-4400-NZJQ,12/3/17,Paid Social
3775-6444-SKZM,10/16/17,Organic Search
3815-3642-DYMO,12/6/17,Display
3829-5138-RSEJ,11/20/17,Email
3890-6263-BBEF,11/13/17,Organic Search
3908-9554-YRCW,11/24/17,Paid Social
3984-1337-KGYE,12/25/17,Display
4005-7998-NHLL,10/15/17,Push
4028-2683-CXBQ,12/19/17,Organic Search
4073-1134-FFYV,12/16/17,Email
4101-8694-AOSJ,11/3/17,Paid Social
4490-1463-XFFL,12/17/17,Email
4762-6543-EOEK,11/30/17,Organic Search
4800-2973-MKDL,11/11/17,Paid Social
4853-0292-PCAI,11/8/17,Email
4933-6337-NTAQ,10/19/17,Push
5074-3827-AFUG,11/14/17,Direct Load
5251-5460-GVCQ,12/20/17,Email
5270-9114-IZXB,10/30/17,Paid Social
5294-9378-VBPF,12/1/17,Direct Load
5337-6790-URUG,10/29/17,Direct Load
5396-1452-FZOD,10/28/17,Direct Load
5426-5584-AIKK,12/9/17,Direct Load
5573-5415-NEFE,11/11/17,Direct Load
5649-0922-YEWB,11/23/17,Push
5673-5048-RBXU,12/12/17,Push
5730-6273-GBXP,12/21/17,Push
5896-7099-LZNY,11/19/17,Direct Load
5948-9667-PVZT,11/5/17,Display
5975-9760-FFET,12/8/17,Direct Load
6106-7832-WMPF,11/27/17,Organic Search
6198-5596-IAWJ,12/15/17,Email
6238-6240-ATMZ,12/25/17,Organic Search
6251-5578-UFCL,12/17/17,Organic Search
6284-3342-XFEZ,12/15/17,Direct Load
6303-9539-YXAJ,11/8/17,Organic Search
6580-1857-MQXT,11/27/17,Email
6746-4006-JREE,11/19/17,Paid Social
6777-0495-QJPK,11/13/17,Email
6834-0718-AYDI,12/5/17,Paid Social
6908-5655-ORMZ,10/27/17,Organic Search
6983-9417-GZLR,10/8/17,Organic Search
7127-8640-PJRF,12/15/17,Direct Load
7152-1088-VDGK,11/17/17,Direct Load
7306-3252-KIAH,12/1/17,Direct Load
7335-5827-NEBO,10/14/17,Email
7383-4326-KJDR,11/24/17,Direct Load
7557-2688-KSBF,11/23/17,Organic Search
7608-0450-GCTU,12/16/17,Organic Search
7699-7730-OCHJ,10/23/17,Organic Search
7785-8014-TFIS,10/21/17,Direct Load
7968-6676-RMKR,12/17/17,Email
7990-5728-NNFO,12/15/17,Email
8059-9263-IQIM,10/29/17,Email
8075-0475-UHEE,10/20/17,Paid Social
8277-4410-MXDY,10/31/17,Organic Search
8292-9811-IUHW,11/6/17,Email
8366-9080-UKBR,11/23/17,Organic Search
8490-6501-UBKQ,11/6/17,Direct Load
8779-9284-NGAV,12/22/17,Paid Social
8818-8091-OECT,11/26/17,Organic Search
8877-8155-UFCH,10/18/17,Email
8913-2703-JEGZ,11/11/17,Email
8923-3866-VXYM,11/16/17,Direct Load
9021-5015-MDKD,11/8/17,Paid Social
9118-1434-ZPHD,12/11/17,Organic Search
9281-8329-YUUL,11/11/17,Paid Social
9333-9497-ERAY,10/20/17,Email
9373-0743-BWQF,10/28/17,Direct Load
9428-7844-ZNSE,10/21/17,Email
9549-1948-SVDK,12/19/17,Organic Search
9561-9290-LHTM,12/6/17,Organic Search
9786-3836-OGZU,12/14/17,Organic Search
9841-6459-ATZD,11/7/17,Organic Search
9927-2367-BCWC,12/11/17,Email
9990-5475-BQHL,12/17/17,Display
0009-0870-VUCD,11/20/17,Direct Load
0128-1690-QEHE,12/18/17,Email
0160-5754-UCFP,10/15/17,Organic Search
0171-0178-JBAN,12/12/17,Email
0197-0432-RCZY,11/19/17,Email
0376-2230-SMUQ,11/19/17,Direct Load
0385-5459-UVCM,11/23/17,Direct Load
0518-9423-JJLM,11/27/17,Organic Search
0749-2389-HLMS,10/16/17,Display
0753-7922-SAPT,11/2/17,Paid Social
0767-3635-WXXM,10/23/17,Email
0775-8452-JODS,11/11/17,Direct Load
0919-6956-PVJG,12/15/17,Email
0984-5176-YMSZ,10/22/17,Email
1124-1377-XGTO,10/19/17,Organic Search
1208-9629-AMCU,11/30/17,Push
1386-1348-IESQ,11/15/17,Paid Social
1471-8220-ISRK,11/7/17,Email
1670-8862-QJUM,10/28/17,Email
1726-8190-QQWI,12/6/17,Direct Load
1733-8214-CYMK,11/26/17,Direct Load
1760-8114-TUSE,10/30/17,Organic Search
1957-2080-WPCA,10/22/17,Direct Load
1979-6347-LVHD,11/13/17,Direct Load
2027-3452-VTKW,11/20/17,Organic Search
2068-3498-TEEZ,10/26/17,Organic Search
2074-6518-MQBV,11/8/17,Direct Load
2226-7167-AXUP,10/29/17,Email
2484-5999-HVOI,12/2/17,Email
2541-8648-HTIL,11/20/17,Organic Search
2846-0746-HZUA,11/11/17,Direct Load
3015-9646-KOLW,11/5/17,Organic Search
3016-8413-PNYO,12/24/17,Direct Load
3048-5449-NPSY,11/10/17,Organic Search
3091-5876-EVTJ,11/27/17,Organic Search
3262-0840-QZHE,11/25/17,Email
3334-7635-WJYS,11/3/17,Organic Search
3416-5758-EVAA,12/22/17,Direct Load
3425-5111-JWOL,11/7/17,Display
3449-9307-UCXX,12/23/17,Email
3564-0028-VGQV,12/15/17,Direct Load
3639-3714-KAPV,10/15/17,Email
3681-2992-BPYQ,12/6/17,Display
3740-6144-SZXJ,12/2/17,Direct Load
3764-6225-TIMY,12/10/17,Paid Social
3795-4235-QDEA,11/8/17,Paid Social
3835-4671-GMCK,12/15/17,Paid Social
3844-9701-GGZF,11/3/17,Display
3914-1628-YZQA,12/17/17,Organic Search
3930-3971-AVMF,11/7/17,Organic Search
4043-0434-TRER,11/17/17,Push
4122-8056-OSIE,10/21/17,Organic Search
4151-3354-KINW,10/17/17,Organic Search
4183-2958-PGQD,12/8/17,Display
4211-9499-UMUQ,12/12/17,Direct Load
4239-0790-IZOH,12/22/17,Organic Search
4402-8767-XQIA,12/4/17,Email
4449-9193-BIBW,11/6/17,Direct Load
4675-2561-ORKK,12/15/17,Email
4771-9612-CIST,12/24/17,Push
4899-5989-XFBK,11/5/17,Organic Search
4940-2103-QOCE,10/13/17,Paid Social
5200-9332-DFHW,12/10/17,Display
5202-8268-JOWD,12/26/17,Direct Load
5269-5873-KWHU,12/14/17,Email
5337-9260-CMUC,11/19/17,Organic Search
5340-1326-RIKQ,11/9/17,Email
5438-2776-CIIL,11/23/17,Direct Load
5453-2140-CWJV,11/21/17,Organic Search
5515-0629-KHWD,10/25/17,Direct Load
5573-8546-OKII,12/8/17,Paid Social
5577-4976-ZOXK,12/17/17,Organic Search
5581-3511-DLUM,10/16/17,Direct Load
5608-8698-UOTB,10/26/17,Display
5844-2335-LOUX,11/3/17,Organic Search
5889-1927-QUZT,10/31/17,Email
6094-4013-ZSGR,12/12/17,Direct Load
6240-1122-XJTP,12/20/17,Organic Search
6264-8664-UCQX,12/6/17,Push
6331-0236-YRXR,12/16/17,Email
6504-9507-ZKAX,12/26/17,Organic Search
6687-0365-DYMY,11/4/17,Direct Load
6691-5253-NQGX,10/21/17,Direct Load
6730-9621-QCJC,10/13/17,Direct Load
6759-9908-JJVS,12/11/17,Paid Social
6814-2831-XFIO,12/14/17,Email
6873-0699-CZIS,11/16/17,Organic Search
7039-8572-RBJG,11/20/17,Display
7064-3650-JSPV,10/19/17,Direct Load
7213-5685-SRNP,12/14/17,Paid Social
7460-3650-EZKU,11/20/17,Direct Load
7542-4813-DJCB,12/9/17,Direct Load
7622-2123-WJWQ,10/31/17,Organic Search
7684-2954-IENZ,10/28/17,Email
7805-6250-UMLL,10/10/17,Display
7915-6859-DUZE,10/18/17,Organic Search
7968-2006-KTMZ,12/12/17,Paid Social
8079-5308-TDQG,12/19/17,Email
8128-5473-MOZG,11/12/17,Email
8175-7057-XROY,11/22/17,Email
8288-7002-UDAN,11/21/17,Email
8313-6450-HWKJ,10/18/17,Direct Load
8403-4544-FZHT,12/19/17,Display
8675-2981-DKMV,11/20/17,Push
8961-7538-FBUM,10/25/17,Organic Search
8974-8399-LWNZ,10/22/17,Email
9031-1017-REUN,12/10/17,Paid Social
9255-8446-LJRW,11/20/17,Push
9346-9241-TXST,12/13/17,Direct Load
9393-1317-GWDI,12/6/17,Direct Load
9407-8550-OAWF,11/8/17,Paid Social
9455-0028-OJKX,11/28/17,Direct Load
9559-3975-DBCA,11/18/17,Organic Search
9566-6130-STZS,12/13/17,Direct Load
9586-8347-RHNB,11/21/17,Display
9633-1730-BFYZ,10/9/17,Push
9673-4478-OSSP,10/23/17,Email
9818-5960-XRPA,10/26/17,Email
9910-2149-LTSS,11/25/17,Paid Social
0023-8364-REJT,12/16/17,Direct Load
0025-7938-QRZQ,12/17/17,Organic Search
0027-4711-YJXY,11/16/17,Email
0058-9765-OIWK,11/6/17,Organic Search
0097-6576-SQYO,12/24/17,Display
0130-6305-LTUM,11/26/17,Email
0428-4894-TTBJ,11/1/17,Direct Load
0491-5980-TYWT,12/8/17,Organic Search
0652-9139-YCAT,10/21/17,Push
0673-4568-WGQK,11/19/17,Email
1149-2551-KNAY,10/14/17,Email
1224-1922-ECGE,11/13/17,Direct Load
1420-9572-DONX,11/22/17,Organic Search
1518-2174-BIQZ,12/20/17,Direct Load
1622-7725-RTYQ,12/9/17,Organic Search
1634-9097-LJJV,12/7/17,Paid Social
1710-0106-NZHB,10/26/17,Display
1721-1903-AAWU,12/20/17,Email
1781-7786-TPVI,11/10/17,Direct Load
1840-6991-UNYS,12/16/17,Paid Social
1904-8466-GXZX,11/28/17,Email
1933-1009-XQPR,12/15/17,Organic Search
1948-0552-VEAT,10/21/17,Display
2011-8882-TEJU,12/20/17,Organic Search
2136-4412-YHEI,12/6/17,Organic Search
2155-5622-LBNO,12/23/17,Email
2215-5788-JLSW,11/13/17,Direct Load
2298-5419-YMFD,11/5/17,Email
2341-8175-TSJF,10/30/17,Organic Search
2362-9770-NEWP,12/22/17,Email
2464-8079-TNFX,10/22/17,Email
2642-1618-AXDO,12/7/17,Organic Search
2709-4900-DIHU,11/26/17,Email
2732-0243-GOJO,11/15/17,Email
2961-0755-SZAA,12/9/17,Paid Social
3110-7138-AULM,11/11/17,Organic Search
3336-7125-UCOT,11/29/17,Direct Load
3403-5611-KMHS,12/16/17,Push
3520-1769-GSEJ,12/20/17,Direct Load
3577-5966-HDSK,12/2/17,Email
3594-7112-MRKK,12/14/17,Email
3692-2406-PCNJ,12/12/17,Direct Load
3758-4465-FNLA,12/26/17,Organic Search
3810-4148-ECWM,12/25/17,Organic Search
3861-3853-DAPL,10/25/17,Direct Load
3879-4063-IZUX,12/19/17,Organic Search
3894-2457-EBNM,12/11/17,Email
3992-6399-XZUP,11/14/17,Organic Search
4248-9488-YFPH,10/24/17,Organic Search
4289-2424-FQLC,11/24/17,Display
4310-1564-JDOT,11/11/17,Direct Load
4454-6877-CJIM,11/16/17,Organic Search
4490-4491-QCBD,11/4/17,Organic Search
4566-9210-WEZQ,12/5/17,Push
